dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1610730000,4,781.06,0.02,39.76,32.54,36.24,34.91,52.83,7.35
1610733600,4,707.63,0.01,36.33,32.9,33.38,32.84,49.93,6.4
1610737200,4,867.84,0.11,39.41,22.71,27.9,41.65,60.25,7.92
1610740800,5,1188.28,1.84,46.61,6.08,27.66,60.0,82.01,10.39
1610744400,5,1522.06,10.84,45.93,0.17,32.42,79.91,105.56,13.43
1610748000,5,1842.5,23.69,47.3,0.0,39.58,100.26,129.81,16.21
1610751600,5,2082.82,35.32,51.41,0.0,43.39,116.11,148.45,14.57
1610755200,5,2510.07,47.39,56.89,0.14,47.68,136.51,173.68,14.44
1610758800,5,1789.09,41.13,63.06,5.63,69.62,98.84,131.17,11.15
1610762400,5,1695.63,40.23,56.21,17.7,68.67,93.82,127.17,12.03
1610766000,5,1562.12,27.94,58.95,43.63,65.8,98.68,131.51,11.91
1610769600,5,821.11,4.25,27.76,113.01,30.04,69.0,87.7,6.02
1610773200,5,654.22,1.57,14.74,154.5,21.7,68.56,83.85,5.0
1610776800,5,627.52,1.1,11.82,171.66,20.27,70.51,85.19,5.0
1610780400,5,594.14,0.96,10.88,165.94,17.88,65.18,78.85,5.0
1610784000,5,594.14,1.05,13.2,151.63,19.31,59.52,72.17,5.19
1610787600,5,627.52,0.99,17.65,141.62,23.13,57.51,69.77,5.64
1610791200,5,847.82,0.89,37.36,128.75,41.96,67.1,81.34,8.49
1610794800,5,1108.17,0.12,60.32,103.0,61.04,74.67,92.21,11.91
1610798400,4,921.25,0.0,44.55,62.94,43.39,46.27,62.42,10.64
1610802000,4,720.98,0.0,29.47,47.21,26.94,28.8,43.96,8.61
1610805600,4,700.95,0.0,29.47,42.92,26.94,29.26,46.25,8.23
1610809200,4,720.98,0.01,31.19,37.91,29.09,31.39,50.03,8.11
1610812800,4,754.36,0.02,32.9,32.19,30.04,32.04,51.21,7.79
1610816400,4,734.33,0.04,33.24,27.18,28.85,29.75,48.1,6.78
1610820000,4,700.95,0.07,33.24,23.25,29.09,28.51,45.72,6.52
1610823600,4,814.44,0.4,37.36,13.59,27.66,34.99,53.1,7.92
1610827200,4,1068.12,3.33,41.81,2.71,27.66,48.79,69.83,10.26
1610830800,5,1348.5,12.18,41.81,0.09,31.47,65.61,90.08,13.17
1610834400,5,1668.93,25.03,43.18,0.0,37.19,86.08,114.88,16.21
1610838000,5,1976.01,37.55,46.61,0.0,40.05,106.1,138.38,14.31
1610841600,5,2216.34,42.47,52.78,0.12,40.05,120.16,156.1,12.54
1610845200,5,1682.28,31.74,53.47,4.87,43.39,93.37,126.09,10.01
1610848800,5,1548.77,25.48,40.1,19.85,38.15,75.96,105.76,13.17
1610852400,5,1255.04,13.08,35.99,58.65,35.76,61.47,83.04,13.3
1610856000,3,494.0,2.49,11.14,88.69,14.54,20.58,25.93,4.05
1610859600,2,393.87,1.45,7.37,95.84,11.56,14.79,17.86,2.79
1610863200,2,377.18,1.2,6.34,97.28,10.49,13.38,16.08,2.53
1610866800,2,367.17,1.01,6.34,92.98,9.54,12.31,14.91,2.44
1610870400,2,370.5,0.87,7.97,82.25,10.37,11.47,14.01,2.44
1610874000,2,377.18,0.45,9.77,71.53,11.21,10.07,12.49,2.41
1610877600,2,480.65,0.3,19.54,61.51,19.79,12.0,15.47,3.77
1610881200,2,707.63,0.1,38.39,47.21,37.19,18.77,25.63,6.9
1610884800,4,834.47,0.0,44.55,38.62,41.49,26.26,38.64,8.99
1610888400,4,974.66,0.03,44.55,29.68,38.15,34.65,52.54,12.03
1610892000,4,1201.63,0.55,52.78,12.52,46.25,42.91,62.75,16.47
1610895600,4,1134.87,1.09,50.72,7.42,44.35,39.99,56.3,16.47
1610899200,4,847.82,0.26,37.01,16.09,31.47,28.64,39.81,12.03
1610902800,2,587.46,0.02,24.68,29.33,22.17,18.09,25.45,7.98
1610906400,2,487.33,0.01,21.94,35.76,20.5,13.3,18.82,6.52
1610910000,2,427.25,0.0,19.36,44.7,18.84,10.62,14.72,5.32
1610913600,2,423.91,0.0,20.74,49.35,20.27,11.94,15.65,5.76
1610917200,2,447.27,0.0,22.96,50.78,22.41,14.92,18.55,6.21
1610920800,2,494.0,0.0,25.36,47.21,25.03,17.35,21.08,6.65
1610924400,2,554.09,0.01,28.45,41.13,27.42,17.88,21.9,7.03
1610928000,3,700.95,0.23,33.59,31.11,30.99,20.17,25.71,8.49
1610931600,3,894.55,5.03,36.33,26.82,38.15,23.3,30.51,9.88
1610935200,4,974.66,12.07,36.67,31.83,47.68,25.83,34.1,10.64
1610938800,4,947.95,15.2,37.7,47.92,57.7,29.28,38.05,10.77
1610942400,3,654.22,6.48,26.39,83.69,38.62,23.54,29.61,6.4
1610946000,3,560.76,4.19,21.59,110.15,33.85,24.32,29.66,5.13
1610949600,4,527.38,2.96,17.99,133.04,31.47,26.62,31.46,4.56
1610953200,3,460.63,1.96,14.74,135.9,24.32,22.12,26.11,3.71
1610956800,2,440.6,1.63,16.28,114.44,22.65,15.23,18.55,3.61
1610960400,2,460.63,1.08,19.02,94.41,23.6,11.62,14.64,3.83
1610964000,2,634.19,0.89,32.56,81.54,37.67,16.91,21.27,5.83
1610967600,4,1014.71,0.24,62.38,70.81,68.67,35.05,43.79,10.39
1610971200,5,1321.79,0.0,76.77,63.66,81.06,55.8,71.96,14.57
1610974800,5,1335.14,0.0,71.97,48.64,70.57,57.53,79.32,15.83
1610978400,5,1241.68,0.01,70.6,33.26,67.71,53.09,75.95,16.09
1610982000,5,1214.98,0.14,76.77,20.56,74.39,55.46,76.93,16.97
1610985600,5,1188.28,0.77,78.83,10.82,71.53,59.28,78.56,17.23
1610989200,5,1081.47,1.41,69.92,6.53,61.99,59.33,75.52,15.33
1610992800,5,907.9,0.71,54.15,10.55,50.07,57.13,70.87,12.92
1610996400,5,767.71,0.2,42.16,17.7,37.67,54.64,68.42,11.65
1611000000,5,700.95,0.12,36.33,21.1,29.56,53.99,69.12,11.91
1611003600,5,680.92,0.09,32.22,23.25,25.27,54.9,71.0,12.54
1611007200,5,694.28,0.13,31.53,21.82,24.8,56.23,72.49,13.05
1611010800,5,747.68,0.43,34.27,15.2,27.9,57.82,74.07,13.81
1611014400,5,974.66,3.47,39.07,5.59,33.85,64.06,81.75,16.47
1611018000,5,1375.2,18.11,38.39,5.23,48.16,73.05,93.15,18.75
1611021600,5,1655.58,31.29,41.13,11.18,65.8,79.42,101.07,20.52
1611025200,5,1668.93,34.87,53.47,21.64,84.88,83.08,105.33,21.28
1611028800,5,934.6,8.72,39.76,70.81,50.07,58.04,71.63,9.75
1611032400,5,720.98,3.41,29.13,97.28,37.19,50.97,61.47,6.65
1611036000,4,654.22,1.96,24.33,110.15,31.47,48.55,57.91,6.08
1611039600,4,587.46,0.95,19.02,111.58,23.6,42.96,51.02,5.07
1611043200,4,574.11,0.68,19.88,103.0,22.89,39.05,46.27,4.81
1611046800,4,594.14,0.47,22.96,94.41,25.03,37.7,44.82,5.13
1611050400,4,781.06,0.42,40.78,72.24,40.05,41.94,50.48,7.85
1611054000,4,1001.36,0.06,56.21,45.06,51.02,47.31,57.89,11.4
1611057600,4,1054.76,0.0,54.84,34.69,46.73,49.88,61.46,13.68
1611061200,5,1174.93,0.1,60.32,25.03,51.5,56.66,70.06,16.97
1611064800,5,1522.06,3.27,84.31,4.87,73.43,75.64,94.59,22.8
1611068400,5,1869.2,9.72,90.48,0.33,79.16,99.43,128.27,26.85
1611072000,5,1789.09,3.74,73.34,3.13,56.27,109.66,144.19,20.77
1611075600,5,1575.47,0.64,57.58,11.18,44.82,104.26,137.47,13.93
1611079200,5,1375.2,0.29,52.78,15.02,45.3,95.71,126.03,10.64
1611082800,5,1268.39,0.83,55.52,9.3,51.02,91.47,119.9,9.88
1611086400,5,1255.04,3.91,57.58,2.19,57.22,91.86,120.02,10.39
1611090000,5,1295.09,10.95,56.21,0.2,61.99,94.95,123.83,11.65
1611093600,5,1388.55,20.56,56.89,0.02,70.57,100.5,130.93,13.55
1611097200,5,1508.71,34.42,57.58,0.0,81.06,109.83,141.66,13.81
1611100800,5,1869.2,51.41,57.58,0.11,90.6,130.22,165.42,15.58
1611104400,5,2456.67,74.21,60.32,2.77,106.81,156.91,196.71,18.49
1611108000,5,2937.32,92.09,75.4,7.69,133.51,180.82,224.0,22.8
1611111600,5,2990.72,85.83,108.3,15.56,164.03,200.67,244.32,25.33
1611115200,5,1388.55,15.2,73.34,69.38,82.02,110.01,130.29,10.64
1611118800,5,1174.93,8.49,60.32,113.01,75.34,98.73,114.04,8.87
1611122400,5,1308.44,6.82,63.75,160.22,92.51,119.13,134.21,9.37
1611126000,5,1281.74,2.43,63.06,168.8,96.32,122.22,136.16,8.99
1611129600,5,1228.33,0.94,63.75,151.63,94.41,110.86,123.89,9.12
1611133200,5,1188.28,0.21,61.01,137.33,86.78,100.65,113.5,9.12
1611136800,5,1228.33,0.02,61.01,115.87,84.88,98.15,112.34,10.51
1611140400,5,1255.04,0.0,57.58,87.26,75.34,91.24,108.3,13.3
1611144000,5,1121.52,0.0,42.5,67.95,49.59,76.97,94.89,14.44
1611147600,5,1054.76,0.0,37.36,51.5,38.15,74.18,92.14,14.44
1611151200,5,1014.71,0.0,36.33,43.27,37.19,77.02,94.49,13.55
1611154800,5,961.3,0.0,34.27,40.05,35.76,70.94,87.48,11.78
1611158400,5,881.2,0.01,33.24,36.84,33.38,57.5,72.82,10.01
1611162000,4,787.74,0.02,34.62,32.19,33.85,45.77,59.38,8.74
1611165600,4,727.65,0.05,37.7,27.18,36.24,40.65,53.15,8.23
1611169200,4,694.28,0.07,38.73,24.32,33.38,40.3,51.89,7.66
1611172800,4,687.6,0.08,37.7,23.25,30.28,42.57,53.5,6.97
1611176400,4,700.95,0.13,35.99,21.28,28.61,46.23,57.2,6.4
1611180000,5,747.68,0.46,36.33,14.13,29.33,51.26,62.84,6.52
1611183600,5,847.82,2.26,35.3,4.87,29.8,57.55,70.36,7.28
1611187200,5,1054.76,7.71,31.53,1.01,30.52,66.88,82.19,8.87
1611190800,5,1308.44,17.66,29.47,4.29,37.19,72.73,90.28,10.51
1611194400,5,1348.5,21.46,33.93,12.7,46.73,72.09,90.43,12.54
1611198000,5,1241.68,17.43,43.87,28.97,54.84,73.55,92.2,13.55
1611201600,5,794.41,1.37,29.47,67.23,28.13,60.04,71.64,7.16
1611205200,5,741.01,0.76,25.71,73.67,25.75,55.25,65.23,6.59
1611208800,5,781.06,0.72,27.76,75.1,29.09,56.14,66.39,6.9
1611212400,5,767.71,0.91,27.08,79.39,29.8,53.17,62.81,6.78
1611216000,4,754.36,0.75,31.19,73.67,33.85,48.53,57.35,6.97
1611219600,4,807.76,0.61,38.73,66.52,41.49,48.66,57.42,7.73
1611223200,5,1161.58,0.6,74.03,40.41,73.43,62.74,74.57,12.16
1611226800,5,1655.58,0.48,112.41,15.56,103.0,87.03,106.12,18.24
1611230400,5,1482.01,0.15,78.83,19.67,70.57,80.63,104.33,16.72
1611234000,5,1068.12,0.01,42.84,32.9,39.58,57.46,80.39,11.4
1611237600,4,921.25,0.01,38.39,33.26,35.76,49.5,71.91,9.25
1611241200,4,894.55,0.03,39.41,28.61,36.24,46.97,68.64,8.74
1611244800,4,854.49,0.06,39.41,25.75,35.76,43.03,62.67,7.98
1611248400,4,781.06,0.07,38.73,24.32,35.76,37.9,54.45,6.97
1611252000,4,720.98,0.1,39.07,22.17,37.19,34.75,48.99,6.65
1611255600,4,674.25,0.19,39.07,18.06,36.24,33.17,46.29,6.84
1611259200,4,640.87,0.3,37.36,15.56,32.42,31.93,44.43,6.84
1611262800,4,634.19,0.37,35.64,14.31,29.33,31.32,43.28,6.71
1611266400,4,640.87,0.59,35.99,11.98,29.33,31.69,43.6,6.59
1611270000,4,654.22,1.01,36.33,9.03,29.8,32.48,44.86,6.65
1611273600,4,754.36,1.87,37.01,6.26,30.28,35.38,49.01,7.47
1611277200,4,907.9,4.86,39.41,3.93,35.29,38.61,53.49,8.61
1611280800,4,974.66,9.61,37.7,7.06,40.53,39.89,55.91,10.39
1611284400,4,961.3,11.74,36.67,14.48,44.82,40.95,58.28,12.16
1611288000,4,700.95,2.04,22.62,62.94,24.56,36.29,46.39,7.16
1611291600,4,687.6,0.83,20.74,79.39,24.08,35.66,43.33,6.59
1611295200,4,714.3,0.29,22.62,80.82,26.94,34.27,41.38,6.97
1611298800,4,741.01,0.05,24.68,75.82,29.8,33.63,40.26,7.09
1611302400,4,794.41,0.15,28.79,68.67,34.33,35.28,41.54,7.6
1611306000,4,827.79,0.22,31.53,58.65,35.76,34.72,40.38,7.85
1611309600,4,894.55,0.37,37.7,42.56,39.58,33.13,38.81,8.61
1611313200,4,961.3,0.16,43.53,25.39,41.96,32.13,38.81,9.75
1611316800,4,988.01,0.36,45.24,15.56,41.96,32.71,40.69,10.64
1611320400,4,1014.71,0.81,44.55,10.37,43.39,34.47,43.88,10.89
1611324000,4,934.6,0.8,40.78,10.1,39.58,32.72,42.27,9.88
1611327600,4,841.14,0.62,36.67,11.62,34.81,30.22,38.96,8.99
1611331200,4,814.44,1.05,35.99,9.12,33.38,28.52,36.65,7.98
1611334800,4,787.74,2.35,34.96,4.29,31.95,26.62,33.72,6.59
1611338400,3,714.3,1.7,30.5,4.96,25.27,24.12,30.1,5.51
1611342000,3,667.57,0.7,28.1,8.94,19.55,23.07,28.56,5.07
1611345600,3,660.9,0.67,29.13,9.21,19.07,23.61,29.05,5.0
1611349200,3,660.9,0.95,29.82,7.42,19.79,23.79,29.16,4.94
1611352800,3,674.25,2.1,30.5,3.98,22.65,24.46,29.73,5.07
1611356400,4,720.98,5.36,29.47,1.02,26.46,26.7,32.18,5.57
1611360000,4,894.55,11.18,28.45,0.17,31.95,32.46,39.39,7.03
1611363600,4,1214.98,22.8,31.53,0.01,44.82,42.44,52.45,9.37
1611367200,5,1455.31,35.32,38.73,0.01,64.85,51.68,64.39,11.4
1611370800,5,1655.58,52.75,45.93,0.03,94.41,63.13,77.84,14.19
1611374400,5,1375.2,37.55,54.84,4.6,87.74,55.54,66.84,11.53
1611378000,5,1281.74,28.39,60.32,18.95,86.78,55.5,65.16,10.01
1611381600,5,1228.33,21.23,65.12,45.42,88.69,60.15,69.6,8.49
1611385200,5,1068.12,11.29,58.26,82.25,74.39,61.42,69.88,6.59
1611388800,5,988.01,5.98,50.04,103.0,65.8,61.84,69.25,6.02
1611392400,5,988.01,3.55,48.67,105.86,64.85,62.17,69.41,6.21
1611396000,5,1068.12,1.66,56.89,89.41,68.67,61.75,70.17,7.28
1611399600,5,1188.28,0.19,69.23,66.52,70.57,63.27,74.13,8.87
1611403200,5,1121.52,0.0,62.38,56.51,55.79,57.48,69.12,8.87
1611406800,4,988.01,0.0,47.3,44.7,40.53,47.47,59.69,8.99
1611410400,4,921.25,0.01,39.41,34.69,34.81,43.51,57.2,8.61
1611414000,4,867.84,0.01,34.62,36.48,30.99,46.09,60.9,7.66
1611417600,5,801.09,0.0,31.19,41.49,27.42,50.14,65.75,6.46
1611421200,4,700.95,0.0,29.47,42.92,25.99,49.87,65.33,5.26
1611424800,4,627.52,0.0,28.79,41.13,26.7,49.52,64.83,4.94
1611428400,5,694.28,0.02,31.87,31.47,26.23,54.66,70.76,5.89
1611432000,5,881.2,0.2,37.36,17.52,25.75,65.46,83.71,7.85
1611435600,5,1054.76,1.52,41.81,6.17,27.9,75.75,96.42,10.01
1611439200,5,1228.33,6.76,41.47,0.76,31.47,85.65,108.85,11.65
1611442800,5,1401.9,16.76,39.07,0.03,38.15,94.36,119.4,11.78
1611446400,5,1695.63,32.63,41.13,0.08,57.22,106.97,134.39,13.05
1611450000,5,1522.06,41.13,49.35,2.66,91.55,98.0,122.68,11.65
1611453600,5,1735.69,47.83,55.52,7.69,106.81,107.28,134.9,12.79
1611457200,5,1869.2,49.62,66.49,13.59,117.3,116.74,147.67,14.44
1611460800,5,1255.04,19.22,60.32,43.99,80.11,89.81,110.41,9.5
1611464400,5,1041.41,9.5,52.78,82.97,68.67,82.79,98.59,7.85
1611468000,5,1028.06,5.59,45.93,128.75,65.8,89.44,103.36,7.47
1611471600,5,974.66,3.05,35.3,168.8,59.13,97.0,108.92,6.84
1611475200,5,934.6,1.96,33.59,183.11,62.94,105.59,116.46,6.59
1611478800,5,974.66,1.19,35.3,183.11,64.85,104.94,115.33,6.78
1611482400,5,1108.17,0.67,49.35,153.07,71.53,100.39,111.41,8.61
1611486000,5,1241.68,0.09,62.38,98.71,70.57,89.56,102.26,10.39
1611489600,5,1108.17,0.0,52.78,54.36,51.5,72.55,87.14,9.25
1611493200,5,921.25,0.01,40.1,35.76,35.76,64.08,81.71,7.54
1611496800,5,821.11,0.02,34.62,30.04,30.99,62.47,82.23,6.46
1611500400,5,774.38,0.03,31.87,27.9,29.09,60.12,79.99,5.89
1611504000,5,714.3,0.04,29.47,27.54,26.7,54.72,73.54,5.13
1611507600,4,620.84,0.03,27.42,28.97,24.56,48.77,66.26,3.86
1611511200,4,574.11,0.05,30.5,27.54,28.61,48.81,66.18,3.61
1611514800,5,580.79,0.08,34.27,24.32,33.85,52.73,70.91,3.8
1611518400,5,620.84,0.19,38.73,18.95,38.15,57.65,77.34,4.56
1611522000,5,687.6,0.63,43.53,11.8,43.39,62.92,84.36,5.57
1611525600,5,767.71,3.16,48.67,3.71,51.98,69.2,92.67,6.78
1611529200,5,894.55,14.53,50.72,0.16,67.71,78.34,103.68,7.98
1611532800,5,1281.74,38.89,53.47,0.03,94.41,99.28,128.68,11.27
1611536400,5,1842.5,69.74,61.01,0.64,127.79,125.78,160.31,14.69
1611540000,5,2189.64,91.2,70.6,1.5,154.5,143.58,182.24,16.72
1611543600,5,2269.75,99.24,76.77,1.79,165.94,151.69,193.72,17.99
1611547200,5,1268.39,26.38,70.6,8.67,82.97,91.9,115.41,8.36
1611550800,5,907.9,6.09,55.52,23.25,51.02,63.79,78.35,5.83
1611554400,5,807.76,2.77,40.44,41.13,42.44,52.24,63.05,5.26
1611558000,4,761.03,2.57,32.56,60.08,38.62,45.77,53.9,5.0
1611561600,4,827.79,2.93,37.7,70.1,48.64,47.48,54.8,5.95
1611565200,5,947.95,2.88,47.98,72.24,62.94,53.03,60.73,7.16
1611568800,5,1214.98,3.1,71.97,56.51,78.2,66.47,77.81,10.01
1611572400,5,1308.44,0.82,80.2,31.47,71.53,73.61,91.63,11.78
1611576000,5,1094.82,0.06,54.84,25.03,48.64,66.63,89.52,10.77
1611579600,5,947.95,0.03,40.78,30.04,36.72,63.73,88.88,9.12
1611583200,5,894.55,0.02,38.39,32.19,35.29,64.43,90.93,8.36
1611586800,5,881.2,0.03,38.39,30.4,35.76,62.99,89.03,8.23
1611590400,5,841.14,0.05,38.04,27.18,34.81,57.97,82.43,7.41
1611594000,5,747.68,0.08,37.7,23.96,33.85,50.27,72.36,6.21
1611597600,4,680.92,0.15,38.73,20.21,34.81,45.51,66.32,5.95
1611601200,5,834.47,1.16,43.18,8.94,31.47,53.16,75.25,7.66
1611604800,5,1148.22,8.05,44.55,0.72,30.52,70.03,95.41,10.51
1611608400,5,1455.31,20.79,41.13,0.01,34.33,89.03,117.96,14.31
1611612000,5,1735.69,33.98,40.1,0.0,38.15,107.57,140.54,16.72
1611615600,5,1895.9,39.79,38.39,0.0,36.24,115.24,150.07,14.19
1611619200,5,2109.53,41.13,34.96,0.02,35.76,116.53,153.76,13.68
1611622800,5,1214.98,24.81,37.36,1.13,44.35,70.91,98.92,8.23
1611626400,5,1201.63,26.15,32.56,3.98,47.68,66.07,94.18,8.61
1611630000,5,1148.22,25.03,32.9,8.76,51.98,64.56,92.66,9.25
1611633600,5,821.11,9.61,30.85,36.12,37.19,53.01,74.66,7.03
1611637200,5,767.71,5.7,29.82,67.23,37.67,55.22,73.68,6.4
1611640800,5,807.76,3.58,26.39,115.87,40.53,68.22,84.65,6.02
1611644400,5,781.06,2.32,23.65,154.5,40.53,75.21,88.45,5.51
1611648000,5,821.11,2.12,28.79,167.37,49.59,79.43,91.13,6.02
1611651600,5,907.9,1.7,37.7,171.66,60.56,84.6,96.09,6.84
1611655200,5,1188.28,1.26,65.12,143.05,81.06,94.15,107.9,10.13
1611658800,5,1388.55,0.18,78.83,79.39,81.06,86.12,101.97,13.05
1611662400,5,1134.87,0.04,56.89,32.54,54.36,50.33,64.87,12.41
1611666000,4,907.9,0.5,42.5,14.48,38.62,27.83,41.57,11.91
1611669600,4,881.2,1.16,40.44,8.67,36.72,25.63,40.57,12.16
1611673200,4,907.9,1.72,40.1,6.35,37.19,28.71,45.57,12.16
1611676800,4,1028.06,3.02,39.76,3.67,36.24,34.35,53.87,11.91
1611680400,4,1108.17,5.36,39.07,1.34,33.38,36.47,57.24,10.39
1611684000,4,1108.17,8.49,38.04,0.43,32.9,36.93,58.0,9.37
1611687600,5,1468.66,21.46,36.33,0.02,32.42,57.73,83.57,11.02
1611691200,5,2109.53,42.92,34.62,0.0,34.33,96.34,130.21,13.55
1611694800,5,2616.88,60.8,33.59,0.0,36.72,133.52,175.97,17.73
1611698400,5,2937.32,70.63,30.85,0.0,35.76,156.77,205.42,19.0
1611702000,5,3284.45,79.57,24.68,0.0,30.99,174.72,225.61,13.93
1611705600,5,4058.84,91.2,21.76,0.03,34.33,202.29,254.51,13.81
1611795600,5,2483.37,101.92,54.84,1.16,125.89,130.48,164.7,22.04
1611799200,5,2723.69,102.82,58.95,2.82,127.79,135.38,172.46,22.55
1611802800,5,2536.77,77.78,64.43,3.71,108.72,123.73,160.45,21.28
1611806400,5,1522.06,16.32,59.63,17.88,51.5,82.38,105.37,9.88
1611810000,5,1188.28,4.81,45.93,44.35,39.1,63.16,77.69,7.73
1611813600,5,1028.06,2.4,34.27,70.81,36.24,51.6,61.54,7.28
1611817200,4,894.55,1.82,28.79,85.12,34.81,42.07,49.86,6.84
1611820800,4,867.84,1.9,33.24,84.4,44.35,38.25,45.43,7.22
1611824400,4,894.55,1.62,40.1,89.41,53.41,42.62,50.72,7.73
1611828000,5,1068.12,1.03,58.26,85.12,63.9,50.1,62.19,9.63
1611831600,4,1121.52,0.15,63.75,55.08,59.61,45.71,62.4,11.02
1611835200,4,974.66,0.01,47.3,34.33,43.87,36.25,55.53,10.77
1611838800,4,894.55,0.02,41.13,31.47,37.19,36.75,59.12,10.77
1611842400,4,974.66,0.05,45.93,27.18,43.39,43.09,68.83,11.65
1611846000,5,1121.52,0.43,57.58,16.09,55.79,52.14,80.49,13.43
1611849600,5,1441.96,6.48,71.29,2.28,71.53,67.46,100.04,16.09
1611853200,5,1815.8,22.8,76.08,0.01,80.11,85.38,122.23,16.72
1611856800,5,1922.61,29.95,76.77,0.0,70.57,94.5,132.14,14.57
1611860400,5,1815.8,23.25,68.55,0.0,42.92,89.55,122.32,13.3
1611864000,5,1708.98,19.0,54.84,0.0,28.37,81.7,108.86,15.96
1611867600,5,1535.42,18.33,43.18,0.01,25.51,71.01,93.4,20.27
1611871200,5,1375.2,19.89,35.64,0.01,27.9,61.06,79.91,23.31
1611874800,5,1268.39,21.68,30.85,0.01,31.47,51.94,68.66,24.32
1611878400,5,1482.01,28.16,30.16,0.03,38.62,54.4,72.74,26.6
1611882000,5,1815.8,41.57,35.99,0.5,59.61,59.07,78.8,26.09
1611885600,5,2243.04,59.9,42.84,1.63,83.92,71.72,94.94,28.12
1611889200,5,2670.29,80.47,52.09,3.31,117.3,89.37,117.23,32.42
1611892800,5,1375.2,38.45,57.58,25.39,100.14,57.55,75.05,15.2
1611896400,5,1028.06,15.2,55.52,66.52,78.2,53.63,67.97,10.64
1611900000,5,867.84,6.65,43.18,125.89,61.04,58.73,71.69,8.23
1611903600,5,694.28,2.71,27.08,165.94,40.05,56.14,66.57,5.89
1611907200,4,640.87,2.01,23.31,165.94,33.38,49.83,58.58,5.26
1611910800,4,660.9,1.93,26.73,150.2,34.81,44.79,52.82,5.57
1611914400,5,988.01,2.04,58.26,114.44,63.9,52.42,62.09,9.63
1611918000,5,1668.93,0.52,120.64,70.81,122.07,88.11,103.39,17.48
1611921600,5,1976.01,0.0,130.24,54.36,131.61,121.62,146.47,20.27
1611925200,5,1655.58,0.0,80.88,49.35,79.16,98.47,129.46,17.99
1611928800,5,1508.71,0.01,67.17,36.12,63.9,88.91,121.92,16.97
1611932400,5,1642.23,0.36,79.51,18.24,77.25,97.97,133.84,18.75
1611936000,5,2029.42,6.93,97.33,2.06,96.32,120.34,160.57,21.79
1611939600,5,2510.07,21.46,102.82,0.01,103.95,146.31,190.37,23.05
1611943200,5,2696.99,25.93,104.19,0.0,93.46,158.59,202.42,21.53
1611946800,5,2590.18,21.68,93.22,0.01,62.94,151.92,190.7,19.25
1611950400,5,2323.15,18.33,75.4,0.02,39.1,135.17,167.75,18.75
1611954000,5,1949.31,15.87,56.89,0.03,27.9,113.51,139.09,19.25
1611957600,5,1588.82,15.2,42.5,0.04,25.03,93.97,113.91,19.76
1611961200,5,1428.6,17.21,34.62,0.03,26.46,83.73,101.12,19.51
1611964800,5,1708.98,25.93,31.87,0.11,33.38,91.98,111.97,22.55
1611968400,5,2590.18,48.28,36.67,1.52,50.55,122.58,149.41,28.63
1611972000,5,3685.0,75.1,52.78,4.92,74.39,169.48,205.24,35.97
1611975600,5,4379.27,75.1,94.59,14.84,95.37,220.06,264.2,39.52
1611979200,5,1628.88,16.09,71.29,72.96,72.48,149.41,177.64,7.16
1611982800,5,1148.22,4.3,38.73,140.19,43.87,121.79,144.24,4.43
1611986400,5,974.66,2.1,24.68,188.83,37.67,109.92,128.5,4.62
1611990000,5,847.82,1.37,16.62,217.44,32.42,100.46,115.7,4.69
1611993600,5,747.68,1.03,16.97,205.99,30.99,81.38,93.81,5.32
1611997200,5,727.65,0.75,20.91,188.83,33.38,66.71,77.82,6.21
1612000800,5,907.9,0.59,41.47,155.93,49.11,61.66,73.8,9.88
1612004400,5,1094.82,0.11,52.78,107.29,56.27,54.05,67.73,13.55
1612008000,4,1081.47,0.0,45.24,72.96,45.78,44.94,59.95,14.69
1612011600,4,1148.22,0.0,40.78,53.64,39.1,49.08,68.04,16.21
1612015200,5,1321.79,0.0,44.55,38.98,41.96,60.9,84.57,18.75
1612018800,5,1495.36,0.05,51.41,25.39,48.64,72.13,99.44,20.52
1612022400,5,1789.09,1.1,61.01,8.94,53.88,87.21,118.68,23.05
1612026000,5,2162.93,8.83,68.55,0.27,57.22,105.24,140.6,24.07
1612029600,5,2456.67,17.43,80.2,0.0,55.79,118.59,157.59,22.04
1612033200,5,2510.07,18.55,86.37,0.0,44.82,122.62,163.33,18.49
1612036800,5,2456.67,15.2,78.83,0.02,33.38,138.27,177.61,15.45
1612040400,5,2376.56,10.73,67.17,0.09,26.7,164.57,200.13,13.3
1612044000,5,2216.34,8.72,55.52,0.15,24.32,182.79,213.73,12.29
1612047600,5,2109.53,12.85,47.98,0.04,27.9,185.06,213.21,12.79
1612051200,5,2403.26,26.82,46.61,0.14,40.53,196.22,226.07,16.21
1612054800,5,3097.53,53.64,56.21,3.49,70.57,220.3,254.49,21.53
1612058400,5,3631.59,63.48,89.11,18.06,103.95,246.48,284.93,26.6
1612062000,5,3738.4,42.02,138.46,71.53,135.42,288.12,329.54,26.35
1612065600,5,1548.77,3.97,74.71,134.47,80.11,149.9,169.44,7.79
1612069200,5,1161.58,1.98,52.78,134.47,61.99,92.67,106.62,7.22
1612072800,5,961.3,1.51,41.47,123.02,53.41,57.76,68.94,7.03
1612076400,4,761.03,0.87,34.62,110.15,44.82,36.19,44.99,6.33
1612080000,4,727.65,0.79,35.64,100.14,46.25,30.57,38.4,6.46
1612083600,4,774.38,0.56,39.07,98.71,51.02,34.26,42.41,6.97
